code,description,discount_percentage,start_date,end_date
Descuento 10%,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim.",93.86,2024-01-18,2024-06-26
Descuento 50%,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",13.53,2024-01-24,2024-05-17
Descuento 30%,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",45.25,2023-11-29,2024-06-24
Descuento 10%,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",7.2,2024-01-18,2023-09-11
Descuento 50%,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",92.09,2023-09-07,2023-11-06
Descuento 50%,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante.",6.18,2024-02-13,2024-05-11
Descuento 50%,Suspendisse potenti. Nullam porttitor lacus at turpis.,5.53,2024-04-12,2023-11-29
Descuento 30%,Praesent lectus.,53.16,2024-07-25,2023-10-06
Descuento 30%,Etiam faucibus cursus urna.,88.56,2024-04-09,2024-04-13
Descuento 30%,Morbi quis tortor id nulla ultrices aliquet.,92.77,2023-08-27,2024-07-12
Descuento 50%,Donec vitae nisi.,97.68,2024-02-01,2023-10-31
Descuento 30%,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,97.4,2024-02-22,2023-10-01
Descuento 50%,Nullam varius.,67.58,2024-04-17,2024-06-26
Descuento 10%,Donec vitae nisi.,61.97,2024-07-17,2024-02-24
Descuento 50%,Curabitur in libero ut massa volutpat convallis.,69.19,2024-05-13,2023-08-17
Descuento 10%,Aenean fermentum.,91.16,2024-01-15,2023-10-20
Descuento 50%,Morbi vel lectus in quam fringilla rhoncus.,10.81,2024-01-08,2024-02-25
Descuento 30%,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,33.68,2024-04-03,2024-01-08
Descuento 10%,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,13.42,2023-10-17,2023-11-29
Descuento 50%,Duis ac nibh.,16.33,2024-03-01,2023-09-26
Descuento 30%,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",80.48,2023-12-21,2024-05-16
Descuento 30%,Donec vitae nisi.,11.07,2024-05-08,2024-01-02
Descuento 10%,Suspendisse potenti. Cras in purus eu magna vulputate luctus.,4.46,2024-06-16,2024-03-03
Descuento 10%,In congue. Etiam justo.,11.83,2023-09-06,2024-03-10
Descuento 10%,"Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",14.03,2024-02-27,2023-12-20
Descuento 50%,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",48.16,2024-02-13,2023-11-29
Descuento 10%,In congue. Etiam justo.,82.47,2024-04-12,2024-03-20
Descuento 50%,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",35.75,2023-12-08,2023-12-13
Descuento 10%,"Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",71.57,2023-09-19,2024-04-23
Descuento 50%,Morbi non quam nec dui luctus rutrum. Nulla tellus.,42.04,2023-08-23,2024-03-30
Descuento 30%,Morbi vel lectus in quam fringilla rhoncus.,90.82,2024-04-06,2024-02-11
Descuento 10%,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,24.32,2023-08-03,2024-04-21
Descuento 10%,Proin risus. Praesent lectus.,13.22,2024-04-30,2024-03-11
Descuento 10%,In congue.,22.48,2024-01-13,2023-08-28
Descuento 10%,"Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",87.52,2024-01-31,2024-07-01
Descuento 50%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.,33.53,2024-02-23,2023-10-07
Descuento 10%,Morbi non quam nec dui luctus rutrum. Nulla tellus.,64.95,2024-06-18,2024-05-10
Descuento 50%,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.",93.35,2024-05-30,2023-09-19
Descuento 50%,"Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",53.19,2024-06-03,2023-10-16
Descuento 50%,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",90.6,2024-07-23,2023-10-29
Descuento 30%,"Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",79.91,2023-10-12,2024-06-08
Descuento 30%,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",66.25,2023-10-23,2023-09-30
Descuento 10%,Suspendisse accumsan tortor quis turpis.,52.5,2024-02-12,2024-06-05
Descuento 10%,Cras pellentesque volutpat dui.,51.49,2024-01-04,2023-10-08
Descuento 10%,Vestibulum sed magna at nunc commodo placerat.,87.82,2023-09-15,2024-04-03
Descuento 10%,Vestibulum ac est lacinia nisi venenatis tristique.,3.23,2024-05-13,2023-11-26
Descuento 50%,"Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla.",5.49,2024-05-31,2024-01-24
Descuento 50%,Integer ac leo.,3.17,2024-06-04,2024-01-24
Descuento 10%,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",89.17,2024-06-19,2024-04-12
Descuento 30%,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",95.55,2023-09-16,2024-05-07
Descuento 50%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",86.67,2024-07-11,2024-01-30
Descuento 50%,Integer ac neque. Duis bibendum. Morbi non quam nec dui luctus rutrum.,57.4,2024-05-23,2023-08-14
Descuento 10%,Nulla tempus. Vivamus in felis eu sapien cursus vestibulum.,8.05,2024-03-14,2023-10-13
Descuento 10%,Cras non velit nec nisi vulputate nonummy.,83.36,2023-10-04,2023-11-13
Descuento 10%,Etiam vel augue. Vestibulum rutrum rutrum neque.,83.43,2023-12-11,2023-11-17
Descuento 30%,"Duis at velit eu est congue elementum. In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante.",56.18,2023-12-21,2024-05-10
Descuento 30%,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi.",85.71,2023-10-04,2024-02-24
Descuento 30%,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",72.32,2023-09-28,2024-07-24
Descuento 30%,Duis aliquam convallis nunc.,34.37,2023-10-10,2024-04-03
Descuento 10%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti.",60.4,2024-02-14,2023-08-29
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,31.24,2024-07-06,2024-04-13
Descuento 30%,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",96.84,2023-11-06,2023-12-12
Descuento 10%,Donec quis orci eget orci vehicula condimentum.,75.27,2024-01-27,2024-02-15
Descuento 10%,"Nunc nisl. Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus.",46.25,2024-06-02,2024-07-17
Descuento 30%,Vivamus in felis eu sapien cursus vestibulum. Proin eu mi. Nulla ac enim.,5.44,2023-12-02,2023-10-16
Descuento 30%,Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus.,96.88,2023-09-26,2023-08-31
Descuento 10%,Nunc purus. Phasellus in felis.,96.02,2023-08-17,2024-03-27
Descuento 30%,Etiam vel augue. Vestibulum rutrum rutrum neque.,30.06,2023-08-04,2023-09-21
Descuento 10%,Donec dapibus.,47.26,2023-09-04,2023-12-27
Descuento 50%,Sed vel enim sit amet nunc viverra dapibus.,49.48,2024-05-21,2024-06-17
Descuento 30%,Nullam varius.,14.92,2023-10-19,2024-05-18
Descuento 50%,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo.",17.74,2023-11-19,2024-01-03
Descuento 50%,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,35.97,2023-08-14,2024-01-26
Descuento 50%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.,92.88,2024-02-06,2024-03-23
Descuento 50%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",43.35,2024-05-07,2024-07-04
Descuento 30%,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",18.64,2024-04-05,2024-06-03
Descuento 50%,"Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque. Duis bibendum.",57.47,2024-04-04,2023-09-30
Descuento 30%,Fusce consequat.,88.09,2024-04-29,2024-04-29
Descuento 10%,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",37.37,2024-01-13,2024-01-19
Descuento 30%,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",74.68,2024-03-10,2024-07-27
Descuento 10%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,71.52,2024-02-21,2024-04-30
Descuento 50%,In sagittis dui vel nisl.,12.74,2024-06-18,2024-06-13
Descuento 50%,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa.",77.4,2023-10-04,2023-11-13
Descuento 30%,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,18.41,2024-01-05,2023-11-25
Descuento 30%,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue.",52.06,2024-05-27,2024-06-12
Descuento 50%,Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,29.19,2024-04-04,2024-05-14
Descuento 30%,Proin eu mi. Nulla ac enim.,11.82,2024-05-10,2024-05-27
Descuento 50%,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",91.06,2024-06-15,2024-03-24
Descuento 50%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl.",52.01,2023-08-28,2023-11-17
Descuento 10%,Duis consequat dui nec nisi volutpat eleifend.,22.39,2023-08-29,2023-09-30
Descuento 30%,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",92.34,2024-04-27,2024-04-30
Descuento 50%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",28.61,2024-05-26,2024-07-09
Descuento 50%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",38.68,2023-08-16,2023-11-16
Descuento 50%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",50.23,2024-03-04,2024-02-11
Descuento 10%,Ut tellus.,3.92,2024-04-26,2024-07-23
Descuento 30%,"Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",74.83,2023-09-07,2024-03-30
Descuento 10%,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",77.1,2024-06-06,2023-11-28
Descuento 50%,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",43.17,2024-05-21,2024-03-31
Descuento 10%,Duis at velit eu est congue elementum. In hac habitasse platea dictumst.,92.94,2024-07-21,2024-03-26
Descuento 50%,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio.",23.71,2024-01-07,2024-04-29
Descuento 50%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",58.3,2024-04-01,2023-11-22
Descuento 30%,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",14.87,2023-08-22,2024-07-20
Descuento 10%,Nulla tellus.,30.96,2023-11-26,2024-05-28
Descuento 50%,Aliquam non mauris.,71.4,2024-03-09,2024-03-24
Descuento 30%,Proin at turpis a pede posuere nonummy.,79.84,2024-04-13,2023-12-01
Descuento 30%,Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla.,27.43,2024-02-10,2023-11-30
Descuento 30%,Curabitur gravida nisi at nibh. In hac habitasse platea dictumst.,65.34,2023-10-08,2024-01-08
Descuento 10%,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",53.58,2023-11-07,2024-03-10
Descuento 30%,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",39.6,2024-01-31,2023-12-15
Descuento 50%,Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,37.73,2024-02-13,2023-12-02
Descuento 30%,Proin eu mi. Nulla ac enim.,58.07,2024-07-23,2024-07-26
Descuento 30%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,93.94,2024-05-26,2024-03-02
Descuento 30%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend.,52.39,2024-01-07,2024-03-09
Descuento 30%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",93.09,2023-12-05,2024-03-01
Descuento 50%,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.,57.36,2024-04-22,2024-07-17
Descuento 30%,Nulla nisl.,22.31,2024-03-07,2024-02-26
Descuento 50%,Aenean fermentum.,16.63,2023-12-30,2024-07-05
Descuento 10%,Nunc rhoncus dui vel sem. Sed sagittis.,9.13,2023-09-04,2023-08-23
Descuento 30%,Nulla justo. Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros.,66.63,2023-11-14,2024-02-20
Descuento 50%,Integer ac leo.,81.49,2023-08-19,2024-05-23
Descuento 10%,In eleifend quam a odio. In hac habitasse platea dictumst.,85.51,2024-03-22,2024-06-14
Descuento 50%,"Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl. Aenean lectus.",59.44,2023-08-29,2024-04-17
Descuento 30%,"Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla.",37.66,2024-06-25,2024-02-02
Descuento 10%,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",99.93,2023-11-09,2023-12-18
Descuento 30%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam.",98.04,2024-01-21,2023-12-27
Descuento 50%,Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,51.82,2024-05-17,2024-01-28
Descuento 50%,"In est risus, auctor sed, tristique in, tempus sit amet, sem.",99.48,2023-08-26,2024-01-08
Descuento 50%,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",10.68,2024-07-06,2023-11-19
Descuento 30%,"Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",4.6,2023-12-25,2023-08-14
Descuento 10%,Aliquam erat volutpat. In congue.,92.83,2024-06-23,2023-12-10
Descuento 10%,"Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede. Morbi porttitor lorem id ligula.",66.82,2024-03-05,2024-04-27
Descuento 50%,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat.,56.3,2023-10-30,2024-07-10
Descuento 50%,Nunc nisl.,77.75,2024-03-29,2024-07-08
Descuento 50%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",24.69,2023-09-08,2024-07-28
Descuento 50%,Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus. Curabitur at ipsum ac tellus semper interdum.,9.53,2024-07-25,2024-07-07
Descuento 10%,Cras pellentesque volutpat dui.,42.05,2024-04-27,2023-11-24
Descuento 30%,Phasellus in felis. Donec semper sapien a libero.,81.35,2024-03-11,2023-10-23
Descuento 50%,Mauris lacinia sapien quis libero.,89.9,2023-09-30,2024-06-19
Descuento 10%,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",29.73,2023-08-02,2024-01-06
Descuento 10%,Nullam varius. Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,42.5,2024-01-13,2023-08-27
Descuento 30%,"Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",44.98,2023-12-30,2023-08-18
Descuento 50%,Curabitur convallis. Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor.,19.01,2023-12-10,2023-11-14
Descuento 50%,"Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus. Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis.",11.86,2023-08-25,2023-09-30
Descuento 10%,Nunc purus.,43.76,2024-05-30,2023-08-24
Descuento 10%,Vivamus in felis eu sapien cursus vestibulum.,60.57,2024-02-19,2024-06-30
Descuento 50%,Suspendisse potenti. Nullam porttitor lacus at turpis.,60.78,2024-03-21,2024-06-21
Descuento 50%,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1.73,2024-06-04,2024-01-29
Descuento 10%,Nunc rhoncus dui vel sem. Sed sagittis.,3.53,2024-04-22,2023-10-22
Descuento 30%,Nunc nisl.,37.52,2024-05-03,2023-08-11
Descuento 10%,In hac habitasse platea dictumst. Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem.,83.9,2023-10-06,2023-08-26
Descuento 30%,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci.",34.17,2023-08-30,2024-04-16
Descuento 30%,"Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",40.47,2024-05-22,2024-07-20
Descuento 10%,Vestibulum rutrum rutrum neque.,2.85,2023-11-12,2024-07-26
Descuento 50%,Proin interdum mauris non ligula pellentesque ultrices.,76.71,2024-02-04,2023-09-19
Descuento 30%,Integer a nibh. In quis justo.,11.44,2024-07-01,2024-06-09
Descuento 10%,"Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",38.65,2023-12-18,2023-07-31
Descuento 30%,Vivamus vestibulum sagittis sapien.,16.85,2023-12-02,2023-10-25
Descuento 50%,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,61.99,2023-08-08,2024-02-17
Descuento 30%,Sed accumsan felis. Ut at dolor quis odio consequat varius. Integer ac leo.,19.0,2024-05-06,2023-10-05
Descuento 10%,In hac habitasse platea dictumst.,94.43,2024-07-26,2024-01-07
Descuento 30%,Mauris lacinia sapien quis libero. Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum.,2.86,2024-07-05,2024-03-04
Descuento 50%,Maecenas pulvinar lobortis est. Phasellus sit amet erat.,44.61,2024-06-02,2024-04-21
Descuento 10%,Curabitur convallis.,58.83,2024-04-27,2024-03-05
Descuento 50%,Aliquam erat volutpat. In congue.,85.87,2023-11-21,2024-05-28
Descuento 10%,Nulla tellus. In sagittis dui vel nisl. Duis ac nibh.,29.82,2023-08-04,2023-11-04
Descuento 50%,Integer ac neque. Duis bibendum.,52.59,2024-03-03,2024-03-25
Descuento 10%,Nulla facilisi. Cras non velit nec nisi vulputate nonummy.,6.27,2024-04-12,2023-09-15
Descuento 50%,"Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo.",4.92,2024-05-28,2023-12-18
Descuento 30%,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,37.06,2024-01-27,2024-04-28
Descuento 30%,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",20.46,2023-09-26,2024-02-26
Descuento 10%,Duis bibendum. Morbi non quam nec dui luctus rutrum.,77.04,2023-11-06,2024-05-16
Descuento 50%,Curabitur at ipsum ac tellus semper interdum.,34.35,2024-07-15,2023-12-27
Descuento 10%,"In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",61.32,2023-12-21,2024-03-18
Descuento 50%,"Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",32.01,2024-02-29,2023-12-01
Descuento 50%,Etiam justo. Etiam pretium iaculis justo. In hac habitasse platea dictumst.,69.67,2024-07-26,2024-06-11
Descuento 10%,"Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",87.47,2023-12-17,2024-07-07
Descuento 30%,In blandit ultrices enim.,39.3,2023-09-14,2024-03-05
Descuento 30%,Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti. Nullam porttitor lacus at turpis.,29.07,2023-08-04,2024-04-14
Descuento 10%,"Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus.",99.82,2024-03-22,2023-10-06
Descuento 50%,Suspendisse potenti.,6.03,2024-06-23,2024-06-10
Descuento 50%,Suspendisse accumsan tortor quis turpis.,92.28,2023-09-25,2024-04-04
Descuento 30%,Nulla tellus.,6.61,2024-06-18,2024-07-11
Descuento 30%,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,88.99,2024-02-25,2024-05-27
Descuento 30%,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",54.05,2023-10-04,2023-11-13
Descuento 30%,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices.",95.82,2024-05-08,2024-04-06
Descuento 50%,Nullam sit amet turpis elementum ligula vehicula consequat.,67.82,2023-09-04,2024-05-06
Descuento 10%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",99.85,2024-01-03,2024-07-28
Descuento 30%,"Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat.",23.59,2024-01-04,2024-01-15
Descuento 10%,Nulla suscipit ligula in lacus.,43.06,2024-05-16,2024-07-03
Descuento 30%,Morbi non quam nec dui luctus rutrum.,61.29,2024-03-18,2024-05-03
Descuento 50%,Nam tristique tortor eu pede.,3.09,2023-10-01,2023-09-09
Descuento 50%,Praesent blandit. Nam nulla.,96.96,2023-09-13,2024-07-13
Descuento 50%,Donec ut dolor.,44.59,2024-06-19,2024-03-16
Descuento 10%,"Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",81.8,2024-01-24,2023-10-13
Descuento 30%,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",6.47,2023-10-14,2024-04-18
Descuento 30%,"Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus. Suspendisse potenti. In eleifend quam a odio.",59.83,2023-09-04,2024-02-02
Descuento 10%,Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia.,3.69,2024-04-23,2024-07-19
Descuento 30%,Nulla nisl.,98.97,2023-10-14,2024-05-31
Descuento 10%,Ut tellus.,3.67,2024-07-27,2023-08-01
Descuento 10%,"Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat. In congue.",43.31,2024-03-11,2023-10-30
Descuento 50%,Mauris sit amet eros. Suspendisse accumsan tortor quis turpis. Sed ante.,90.63,2024-04-02,2023-10-03
Descuento 50%,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,37.15,2023-08-25,2024-03-20
Descuento 30%,Integer a nibh. In quis justo.,7.23,2023-12-02,2023-11-29
Descuento 50%,"In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem. Duis aliquam convallis nunc.",26.45,2024-07-07,2023-12-04
Descuento 10%,Suspendisse potenti.,60.95,2023-10-10,2024-07-14
Descuento 10%,"Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien.",22.3,2024-05-17,2023-12-04
Descuento 10%,Donec quis orci eget orci vehicula condimentum. Curabitur in libero ut massa volutpat convallis.,7.65,2024-04-04,2023-08-19
Descuento 50%,"Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",30.28,2023-09-05,2024-01-18
Descuento 30%,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",16.15,2024-02-23,2024-01-24
Descuento 10%,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,13.31,2024-07-23,2023-08-09
Descuento 10%,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla.",60.37,2024-04-05,2024-05-19
